,index,Country,1990_immigrants,1995_immigrants,2000_immigrants,2005_immigrants,2010_immigrants,2015_immigrants,2020_immigrants,1990_emigrants,1995_emigrants,2000_emigrants,2005_emigrants,2010_emigrants,2015_emigrants,2020_emigrants,1990_efScore,1995_efScore,2000_efScore,2005_efScore,2010_efScore,2015_efScore,2020_efScore
136,223,Slovakia,0.7808519,1.2896174,2.1554277,2.4169645,2.7074587,3.2677817,3.6112435,2.5144773,3.5645254,4.658703,5.0348196,4.8231287,6.390907,7.686418,,,,,,,
137,224,Slovenia,8.875431,8.759817,10.791715,10.888235,12.420179,11.472388,13.370519,4.557756,5.454753,5.9696336,5.9849753,6.017023,6.5922203,7.7057357,,5.85,6.67,7.09,7.12,7.38,7.06
138,225,Small island developing States (SIDS),4.6466265,5.130889,5.7091446,6.4229054,7.223927,7.6645403,7.8830957,10.955216,12.223423,13.53629,13.936186,14.417552,15.211696,16.048592,,,,,,,
139,226,Solomon Islands,1.3550562,1.1628942,0.96470505,0.6960789,0.52286494,0.42859536,0.36687738,0.7092722,0.707534,0.6610689,0.63819647,0.6386151,0.64430237,0.6216533,,,,,,,
140,227,Somalia,6.6199045,0.2606503,0.22651526,0.19879666,0.3994226,0.2970892,0.36864778,11.737641,12.933818,11.340167,10.155715,13.245957,14.557224,12.799301,,,,,,,5.97
141,229,South America,1.4471914,1.3158683,1.209858,1.2184736,1.3340342,1.4744804,2.527505,1.4592466,1.658501,1.8465244,2.3810582,2.8429184,2.8565803,4.0887604,,,,,,,
142,230,South Korea,0.1007656,0.2735242,0.5154663,0.9980582,1.8568476,2.697406,3.3708007,3.5256708,3.740653,3.9582908,4.0543523,4.5459523,4.235343,4.299959,,,,,,,
143,231,South Sudan,,,,,2.4266193,7.8773704,7.881663,9.375179,8.55875,5.5267963,3.0326312,4.2343316,9.898395,23.011724,,,,,,,
144,232,South-Eastern Asia,0.6472098,0.76186895,0.9739297,1.2029582,1.4570695,1.6019322,1.5876551,1.7381366,1.996117,2.302473,2.5905466,3.0344243,3.277263,3.5267775,,,,,,,
145,233,Southern Africa,3.318398,2.537485,2.4642296,2.8963864,4.0294714,5.5217924,4.629486,1.3717055,1.2763482,1.4235166,1.6554475,2.0550597,1.7939992,1.8938754,,,,,,,
146,234,Southern Asia,1.6420349,1.1596875,1.0264353,0.8572619,0.84154034,0.75900614,0.714479,2.1333685,1.7316399,1.6775959,1.663628,1.9765837,2.1365623,2.2363803,,,,,,,
147,235,Southern Europe,3.0246112,4.3165016,5.3033013,8.019997,10.591261,10.332519,11.605728,7.4024687,8.237893,8.734299,7.7067833,7.664664,7.8693776,9.208743,,,,,,,
148,238,Sub-Saharan Africa,2.7081552,2.5457327,2.0559673,1.9583011,1.8956629,2.1617324,2.0305407,3.1256943,2.9404714,2.4447331,2.3673022,2.384456,2.5242841,2.5845602,,,,,,,
149,239,Sudan,6.963095,4.371892,2.951734,1.7655172,1.7910225,1.5950539,3.1451995,2.9032502,3.218026,3.247147,4.1281166,3.5756042,4.736407,4.800278,,,4.3,4.45,4.37,4.31,3.84
150,240,Suriname,4.463076,5.0514765,5.8406096,6.7396655,7.505396,7.7131505,8.148352,43.89699,43.348324,44.850132,49.810097,48.894783,45.536686,46.57231,,,,5.58,6.38,6.31,5.58
151,243,Syria,5.73783,5.7900424,5.0875864,4.805781,8.349171,4.6435347,4.9638767,4.9837427,4.6096573,4.3085527,4.4297867,4.9494205,35.826504,48.325127,,,,,,,
152,244,Tajikistan,8.117248,6.0426493,4.8179398,4.130989,3.7171946,3.2540855,2.8941221,10.176348,9.634773,8.70583,8.634667,7.7669215,6.920496,6.152999,,,6.45,5.99,5.54,5.87,6.23
153,248,Tokelau,22.44389,33.57664,45.935482,82.68755,99.91142,95.02807,91.703705,104.98753,120.10617,132.96774,172.30008,192.02835,174.09784,156.44444,,,,,,,
154,249,Tonga,3.0619864,3.4114118,3.7606418,4.262298,4.4306173,3.9233975,3.5403087,34.359253,39.81161,47.41022,47.90205,49.548473,58.744793,70.53181,,,,,,,
155,252,Turkey,2.158101,2.0794098,2.0255518,1.949986,1.8993586,5.534483,7.17657,4.6603527,4.739099,4.502412,3.795543,3.7453928,3.9138634,4.0448728,,,,,,,
156,253,Turkmenistan,8.319811,6.501315,4.8507705,4.480938,3.8917003,3.5285897,3.231868,7.057724,5.7873626,4.968814,4.878149,4.612252,4.286053,4.0216627,,,,,,,
157,254,Turks and Caicos Islands,41.782913,43.394367,44.692875,46.53845,52.716026,63.156284,66.501366,19.050764,9.450711,3.6686332,4.2227035,6.727295,6.8206453,6.9450903,,,,,,,
158,255,Tuvalu,3.5690236,2.8285654,2.3211243,2.0906272,2.0910559,2.0722587,2.0267978,26.37486,29.447191,27.800255,29.178755,28.618954,28.858456,31.122795,,,,,,,
159,257,Ukraine,13.393908,12.1255,11.317172,10.770353,10.523144,10.941591,11.426841,10.775715,11.013196,11.459337,11.870954,11.857674,12.905919,14.03754,,3.47,4.48,5.27,5.47,5.25,6.19
160,261,United States Virgin Islands,50.089153,50.50937,52.065666,52.54775,53.43212,54.045734,54.349136,2.225435,2.8215444,3.5077715,3.3747368,3.4981053,3.7665555,3.7424707,,,,,,,
161,262,Upper-middle-income countries,1.5857747,1.488929,1.4423989,1.4753116,1.5611327,1.8139467,1.9698049,2.0783837,2.2434886,2.3992522,2.5381007,2.751839,2.759657,3.008716,,,,,,,
162,264,Uzbekistan,8.103598,6.6367197,5.678242,5.032325,4.2788363,3.785612,3.4718697,7.000469,6.6505585,6.362406,6.5469885,6.6241693,6.3887887,6.0587735,,,,,,,
163,265,Vanuatu,1.5746205,1.4634784,1.4197358,1.3379077,1.266214,1.1750908,1.0603939,3.3218489,3.3366833,3.3747106,3.4709148,3.2563417,2.4899678,2.359108,,,,,,,
164,266,Vatican,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.312336,3.3419023,5.189873,13.784462,22.349936,39.240505,21.508034,,,,,,,
165,267,Venezuela,5.220937,4.650914,4.1903076,4.072548,4.737517,4.668759,4.656758,0.9448132,1.1028363,1.3134388,1.6536003,1.9709183,2.3573701,19.043985,,,,,,,
166,268,Vietnam,0.04135678,0.06843103,0.07102203,0.06175159,0.07020307,0.078544766,0.07886595,2.214463,2.4593627,2.7011898,2.8344858,2.9905787,3.1393857,3.484769,,,5.4,5.59,5.53,5.78,6.16
167,269,Wallis and Futuna,10.163839,12.044956,13.710281,14.668273,16.64039,16.718317,18.139784,47.005947,49.07754,50.357216,49.782417,58.844395,91.55929,105.96656,,,,,,,
168,270,Western Africa,2.4763827,2.6416194,2.2411766,2.223653,2.0588942,2.0093215,1.8792797,2.7978334,3.0590138,2.7205057,2.7813423,2.6742983,2.6799848,2.627313,,,,,,,
169,271,Western Asia,10.252086,10.098206,9.981072,10.418195,13.202621,15.484522,16.66441,7.4695854,7.3301735,7.0411506,6.7625422,6.910822,8.418627,9.040726,,,,,,,
170,272,Western Europe,9.473481,10.3975315,11.429487,11.974103,12.7655,13.493314,16.942003,3.475893,3.5407991,3.7475536,4.0186944,4.3727293,4.370338,4.678864,,,,,,,
171,273,Western Sahara,1.2372386,1.1692452,1.0470654,0.8893389,0.93551934,0.98420596,0.90804076,77.436966,65.38463,52.86582,30.00759,35.437504,35.325184,32.63389,,,,,,,
172,274,World,2.8717763,2.807869,2.8197405,2.9264681,3.1764956,3.3599656,3.599812,2.8717763,2.807869,2.8197405,2.9264681,3.1764956,3.3599656,3.5998123,,,,,,,
173,275,Yemen,1.0150566,0.91539013,0.83255446,0.8547642,1.2455013,1.4336317,1.2979059,3.8897736,3.2605028,3.0409205,3.1275475,3.7848783,4.1333117,4.3625274,,,,,,,
