Country,2000_immigrants,2005_immigrants,2010_immigrants,2015_immigrants,2020_immigrants,2000_emigrants,2005_emigrants,2010_emigrants,2015_emigrants,2020_emigrants,2000_efScore,2005_efScore,2010_efScore,2015_efScore,2020_efScore,2000_netMigration,2005_netMigration,2010_netMigration,2015_netMigration,2020_netMigration
Portugal,6.3267417,7.338673,7.1991415,8.340906,9.826339,19.362633,16.586668,18.18976,19.0161,20.412659,7.65,7.4,7.33,7.79,7.53,-13.0358913,-9.247995,-10.9906185,-10.675194000000001,-10.58632
Qatar,60.711735,74.649704,78.45662,65.77678,77.2699,2.4777753,1.9795243,1.1137035,0.9188107,0.8922063,6.52,6.31,6.87,6.91,6.84,58.2339597,72.6701797,77.3429165,64.85796930000001,76.37769370000001
Romania,0.60645723,0.6777796,0.8656321,1.4105166,3.666294,5.144343,9.832739,16.429192,17.167793,20.725433,5.38,7.2,7.42,7.87,7.61,-4.53788577,-9.1549594,-15.563559900000001,-15.7572764,-17.059139
Rwanda,4.374712,4.787064,4.252282,4.5267305,3.967717,4.01072,3.2702806,3.329343,4.430153,3.8023553,5.37,5.85,6.73,6.85,6.57,0.36399199999999965,1.5167834,0.922939,0.09657750000000043,0.16536170000000006
Saudi Arabia,25.471485,27.300013,30.742176,33.960136,38.647938,0.7433952,0.7505151,0.7852898,0.8919506,0.85962296,7.35,6.99,6.76,6.29,6.85,24.728089800000003,26.5494979,29.9568862,33.0681854,37.78831504
Senegal,2.3668847,2.1487408,2.0199487,1.8280133,1.6419622,4.0275445,4.242586,4.3184166,4.077985,4.143382,5.85,5.75,5.72,6.09,6.08,-1.6606598000000004,-2.0938452,-2.2984679,-2.2499716999999997,-2.5014198
Seychelles,8.11625,10.148671,12.511915,13.466904,13.270287,23.758612,26.49348,28.411469,28.93526,29.751883,6.13,7.31,7.03,7.24,6.75,-15.642361999999999,-16.344809,-15.899554,-15.468356,-16.481596
Sierra Leone,2.137038,2.5900922,1.2354971,0.8202837,0.67376333,11.104597,2.690329,1.9753302,1.9422443,1.9115744,4.61,5.15,6.05,5.82,5.8,-8.967559,-0.10023680000000024,-0.7398331,-1.1219606,-1.2378110699999998
Singapore,33.55011,40.101196,42.18909,44.408825,43.136753,4.7886853,5.525081,5.5040274,5.8052697,5.9563007,8.7,8.78,8.69,8.81,8.5,28.761424699999996,34.576115,36.6850626,38.6035553,37.1804523
Slovenia,10.791715,10.888235,12.420179,11.472388,13.370519,5.9696336,5.9849753,6.017023,6.5922203,7.7057357,6.67,7.09,7.12,7.38,7.06,4.8220814,4.9032596999999996,6.403155999999999,4.8801677,5.6647833
South Africa,2.2615404,2.8216672,4.129102,5.83488,4.8230624,1.115467,1.2568829,1.4522667,1.420122,1.5426086,6.92,6.88,6.74,6.63,6.47,1.1460734,1.5647843,2.6768352999999996,4.414758,3.2804538
Spain,4.059511,9.33055,13.381476,12.622597,14.634229,3.1613522,2.531775,2.316317,2.7195861,3.1864612,7.94,7.86,7.67,7.81,7.52,0.8981587999999996,6.798775000000001,11.065159,9.903010900000002,11.4477678
Sri Lanka,0.21372266,0.20223087,0.19227867,0.18990795,0.1879864,5.214153,5.891807,7.1775284,7.9216146,9.153328,6.54,6.13,6.19,6.56,6.28,-5.000430339999999,-5.68957613,-6.98524973,-7.73170665,-8.9653416
Sudan,2.951734,1.7655172,1.7910225,1.5950539,3.1451995,3.247147,4.1281166,3.5756042,4.736407,4.800278,4.3,4.45,4.37,4.31,3.84,-0.2954129999999999,-2.3625994000000006,-1.7845817,-3.1413531,-1.6550784999999997
Sweden,11.301942,12.455321,14.240593,16.410961,19.842108,2.889218,2.9645321,3.1086168,3.0968723,3.2436109,8.08,7.88,7.9,8.03,7.69,8.412724,9.4907889,11.1319762,13.314088700000001,16.5984971
Switzerland,21.987793,24.441336,26.575344,27.217756,28.785198,5.1855297,6.7998023,7.996044,7.772357,8.245575,8.93,8.52,8.58,8.5,8.41,16.8022633,17.6415337,18.5793,19.445399000000002,20.539623
Tajikistan,4.8179398,4.130989,3.7171946,3.2540855,2.8941221,8.70583,8.634667,7.7669215,6.920496,6.152999,6.45,5.99,5.54,5.87,6.23,-3.8878902,-4.503678000000001,-4.0497269,-3.6664105,-3.2588769
Tanzania,2.8346965,2.0055826,0.698695,0.7469839,0.7131876,0.64318,0.61096495,0.59118944,0.57126445,0.54886967,6.14,6.13,6.47,6.57,6.46,2.1915165,1.3946176499999998,0.10750556,0.17571945,0.16431793000000006
Thailand,1.9980433,3.356371,4.8134227,5.050199,5.2041507,0.8435357,0.9656295,1.1448123,1.3413323,1.5572857,6.72,6.81,6.67,6.83,7.06,1.1545076,2.3907415000000003,3.6686104000000004,3.7088667,3.6468649999999996
Togo,2.8017187,3.6392016,3.9797099,3.7877626,3.3813853,5.4253044,7.231447,6.496406,6.764564,6.58807,5.42,5.61,5.3,5.88,6.22,-2.6235857,-3.5922454000000004,-2.5166961000000003,-2.9768014,-3.2066847000000003
Trinidad and Tobago,3.2950087,3.4563906,3.631082,3.6502833,5.63412,24.290163,24.906036,26.391489,26.901,23.617086,7.09,6.95,6.68,6.83,6.98,-20.9951543,-21.4496454,-22.760407,-23.250716699999998,-17.982966
Tunisia,0.37822092,0.34669802,0.4059333,0.50565517,0.50890046,5.015931,5.7289176,5.789542,6.9264703,7.6342936,6.37,6.33,5.97,6.11,5.91,-4.63771008,-5.38221958,-5.3836087,-6.42081513,-7.12539314
Uganda,2.470512,2.1430984,1.5200676,2.2267234,3.7609868,2.189313,2.1188755,2.2565815,2.056821,1.7084017,6.44,6.52,6.91,6.88,6.81,0.281199,0.024222899999999825,-0.7365138999999998,0.16990240000000023,2.0525851
Ukraine,11.317172,10.770353,10.523144,10.941591,11.426841,11.459337,11.870954,11.857674,12.905919,14.03754,4.48,5.27,5.47,5.25,6.19,-0.14216500000000032,-1.1006009999999993,-1.334529999999999,-1.964328,-2.6106990000000003
United Arab Emirates,78.07778,71.51169,85.575424,86.31346,88.12922,3.5443404,2.7378361,1.8199887,1.925143,2.054659,6.53,6.77,7.04,6.94,7.31,74.53343960000001,68.7738539,83.7554353,84.388317,86.074561
United Kingdom,8.027664,9.829752,11.219172,12.764921,13.787211,6.5508986,6.875679,6.985411,6.649493,6.97126,8.56,8.31,8.08,8.26,7.76,1.4767653999999997,2.9540729999999993,4.233761,6.115428,6.815950999999999
United States,12.358077,13.308188,14.298383,15.014688,15.296807,0.7026093,0.7786609,0.8642566,0.8469756,0.9051961,8.78,8.54,8.22,8.4,8.11,11.655467699999999,12.5295271,13.4341264,14.1677124,14.3916109
Uruguay,2.6771421,2.4780848,2.271414,2.3094578,3.1167388,7.0981894,9.000725,10.074739,10.352393,10.566749,7.14,7.24,7.35,7.15,6.95,-4.4210473,-6.5226402,-7.803324999999999,-8.042935199999999,-7.4500101999999995
Vietnam,0.07102203,0.06175159,0.07020307,0.078544766,0.07886595,2.7011898,2.8344858,2.9905787,3.1393857,3.484769,5.4,5.59,5.53,5.78,6.16,-2.63016777,-2.77273421,-2.92037563,-3.0608409340000002,-3.40590305
Zambia,3.2997785,2.133011,1.1021767,0.83194107,1.0223861,1.5380366,1.5308305,1.3432764,1.1610725,1.0917128,5.91,6.09,6.51,6.24,5.89,1.7617418999999999,0.6021805000000002,-0.24109969999999992,-0.32913143,-0.06932669999999996
Zimbabwe,3.4516654,3.3305962,3.1368368,2.8989677,2.799859,2.962467,4.1466055,5.9431343,8.448022,8.365203,4.24,3.16,4.41,5.5,3.94,0.4891983999999998,-0.8160092999999997,-2.8062974999999994,-5.5490543,-5.565344
